cell,n,p_obs,p_indep,diff_pp,pmi
농림어업·수의학 × 사무 보조원,124,0.000124,8.101672000000001e-05,0.004298328,0.42562601248113746
농림어업·수의학 × 전화 상담원,67,6.7e-05,6.6638184e-05,3.6181599999999755e-05,0.005414872804051379
농림어업·수의학 × 시설 경비원,12,1.2e-05,6.4771768e-05,-0.0052771768,-1.6859631796222068
농림어업·수의학 × 일반 비서,102,0.000102,6.475988e-05,0.0037240119999999996,0.45428653747222986
농림어업·수의학 × 하역 및 적재 관련,10,1e-05,5.4447040000000005e-05,-0.004444704000000001,-1.6946433931074514
농림어업·수의학 × 한식 조리사,23,2.3e-05,5.091630400000001e-05,-0.002791630400000001,-0.7946889706794878
농림어업·수의학 × 그 외 일반 영업원,44,4.4e-05,4.873485599999999e-05,-0.0004734855999999994,-0.1022048691112374
농림어업·수의학 × 주방 보조원,5,5e-06,4.4829648000000007e-05,-0.003982964800000001,-2.193431793817523
농림어업·수의학 × 지게차 운전원,5,5e-06,4.3878608e-05,-0.0038878607999999998,-2.1719889995891646
농림어업·수의학 × 회계 사무원,60,6e-05,4.3094000000000004e-05,0.0016905999999999998,0.33096078594005923
농림어업·수의학 × 마케팅 전문가,76,7.6e-05,4.295134400000001e-05,0.0033048655999999995,0.5706654001454244
농림어업·수의학 × 기타,3826,0.003826,0.0028461120240000004,0.09798879759999995,0.2958660102136054
보건·복지 × 무직,11574,0.011574,0.012690805902999997,-0.1116805902999998,-0.09211658349276333
보건·복지 × 건물 청소원,42,4.2e-05,0.000630586391,-0.05885863909999999,-2.7089805475607824
보건·복지 × 건물 경비원,28,2.8e-05,0.0006036397309999999,-0.057563973099999985,-3.0707730379452007
보건·복지 × 경리 사무원,371,0.000371,0.000557795862,-0.018679586199999994,-0.40779099412889197
보건·복지 × 사무 보조원,507,0.000507,0.00047087560999999994,0.003612439000000002,0.07391704211923841
보건·복지 × 전화 상담원,452,0.000452,0.00038730641699999993,0.0064693583000000054,0.15446602489727124
보건·복지 × 시설 경비원,70,7e-05,0.00037645865899999995,-0.0306458659,-1.6823129957088936
보건·복지 × 일반 비서,714,0.000714,0.00037638956499999994,0.033761043500000004,0.6402582781794978
보건·복지 × 하역 및 적재 관련,7,7e-06,0.00031645051999999995,-0.030945051999999994,-3.8112567453942288
보건·복지 × 한식 조리사,107,0.000107,0.000295929602,-0.0188929602,-1.0172927604947766
보건·복지 × 그 외 일반 영업원,227,0.000227,0.00028325085299999987,-0.0056250852999999885,-0.2213828938961411
보건·복지 × 주방 보조원,19,1.9e-05,0.00026055347399999996,-0.024155347399999996,-2.618369135433228
보건·복지 × 지게차 운전원,20,2e-05,0.00025502595399999996,-0.023502595399999996,-2.545633046817319
보건·복지 × 회계 사무원,213,0.000213,0.00025046575,-0.0037465749999999994,-0.16203001892066177
보건·복지 × 마케팅 전문가,353,0.000353,0.000249636622,0.010336337800000005,0.34646170844434493
보건·복지 × 기타,19843,0.019843,0.016541829087,0.3301170913000001,0.18195903095061422
사회과학·언론 × 무직,4787,0.004787,0.006325382430999999,-0.1538382430999999,-0.2786665857745837
사회과학·언론 × 건물 청소원,6,6e-06,0.000314298407,-0.030829840700000003,-3.958583406156641
사회과학·언론 × 건물 경비원,31,3.1e-05,0.00030086758699999995,-0.026986758699999995,-2.2726830531758035
사회과학·언론 × 경리 사무원,231,0.000231,0.000278017974,-0.004701797399999998,-0.185268055755079
사회과학·언론 × 사무 보조원,249,0.000249,0.00023469496999999997,0.001430503000000001,0.05916622545221761
사회과학·언론 × 전화 상담원,216,0.000216,0.000193042209,0.0022957791,0.11236954320865966
사회과학·언론 × 시설 경비원,46,4.6e-05,0.00018763544299999998,-0.014163544299999997,-1.4058595508097027
사회과학·언론 × 일반 비서,451,0.000451,0.00018760100499999997,0.0263398995,0.8771499458020464
사회과학·언론 × 하역 및 적재 관련,7,7e-06,0.00015772604,-0.015072603999999998,-3.1149494549347745
사회과학·언론 × 한식 조리사,44,4.4e-05,0.000147497954,-0.0103497954,-1.2096246705789668
사회과학·언론 × 그 외 일반 영업원,164,0.000164,0.00014117858099999995,0.002282141900000005,0.14984080690610926
사회과학·언론 × 주방 보조원,6,6e-06,0.00012986569799999998,-0.012386569799999997,-3.074741354912159
사회과학·언론 × 지게차 운전원,18,1.8e-05,0.000127110658,-0.0109110658,-1.9546862720156908
사회과학·언론 × 회계 사무원,213,0.000213,0.00012483775,0.008816225,0.5342772715387929
사회과학·언론 × 마케팅 전문가,454,0.000454,0.000124424494,0.032957550599999996,1.2943981400118507
사회과학·언론 × 기타,10296,0.010296,0.008244818798999999,0.20511812010000005,0.22217049160077923
서비스 × 무직,5311,0.005311,0.006773180861999999,-0.14621808619999996,-0.24319068181704745
서비스 × 건물 청소원,16,1.6e-05,0.00033654881400000004,-0.032054881400000006,-3.0461544802172686
서비스 × 건물 경비원,31,3.1e-05,0.00032216717399999995,-0.029116717399999995,-2.3410833802481577
서비스 × 경리 사무원,372,0.000372,0.000297699948,0.007430005199999997,0.22280776092392007
서비스 × 사무 보조원,309,0.000309,0.00025130994,0.0057690059999999975,0.20665427881290144
서비스 × 전화 상담원,355,0.000355,0.000206708418,0.0148291582,0.5408085979275566
서비스 × 시설 경비원,39,3.9e-05,0.000200918886,-0.0161918886,-1.6393396282415054
서비스 × 일반 비서,688,0.000688,0.00020088201,0.048711799,1.2310711171603579
서비스 × 하역 및 적재 관련,6,6e-06,0.00016889208,-0.016289208,-3.3375004618343866
서비스 × 한식 조리사,208,0.000208,0.000157939908,0.005006009199999998,0.2753234481317359
서비스 × 그 외 일반 영업원,191,0.000191,0.00015117316199999995,0.003982683800000006,0.23384748005618694
서비스 × 주방 보조원,11,1.1e-05,0.000139059396,-0.0128059396,-2.5370058784141976
서비스 × 지게차 운전원,34,3.4e-05,0.000136109316,-0.010210931599999999,-1.387097832368048
서비스 × 회계 사무원,186,0.000186,0.0001336755,0.0052324500000000005,0.33033145247021517
서비스 × 마케팅 전문가,413,0.000413,0.000133232988,0.0279767012,1.1313482078591817
서비스 × 기타,10268,0.010268,0.008828501598,0.1439498402,0.1510469572434938
예술·인문 × 무직,14545,0.014545,0.018011488819000002,-0.34664888190000015,-0.2137625300650116
예술·인문 × 건물 청소원,40,4e-05,0.0008949628430000002,-0.08549628430000002,-3.1079027470979805
예술·인문 × 건물 경비원,58,5.8e-05,0.0008567186630000001,-0.07987186630000001,-2.692666572941752
예술·인문 × 경리 사무원,664,0.000664,0.0007916545260000001,-0.012765452600000012,-0.1758429426276596
예술·인문 × 사무 보조원,1018,0.001018,0.0006682925300000001,0.034970746999999996,0.42086920027075714
예술·인문 × 전화 상담원,844,0.000844,0.0005496865410000001,0.029431345899999996,0.42880430429323085
예술·인문 × 시설 경비원,126,0.000126,0.0005342908070000001,-0.040829080700000006,-1.444658366174541
예술·인문 × 일반 비서,1571,0.001571,0.000534192745,0.10368072549999999,1.0787109187277681
예술·인문 × 하역 및 적재 관련,28,2.8e-05,0.00044912396,-0.042112396,-2.7750944196421043
예술·인문 × 한식 조리사,147,0.000147,0.0004199995460000001,-0.02729995460000001,-1.0498210435457127
예술·인문 × 그 외 일반 영업원,463,0.000463,0.00040200516899999996,0.006099483100000002,0.1412621073409239
예술·인문 × 주방 보조원,13,1.3e-05,0.00036979180200000006,-0.03567918020000001,-3.3479907925058985
예술·인문 × 지게차 운전원,41,4.1e-05,0.00036194684200000003,-0.0320946842,-2.1779252890347687
예술·인문 × 회계 사무원,326,0.000326,0.00035547475000000003,-0.0029474750000000024,-0.08655683863114544
예술·인문 × 마케팅 전문가,1346,0.001346,0.00035429800600000005,0.09917019939999999,1.334754126347955
예술·인문 × 기타,27801,0.027801,0.023477072451000003,0.4323927548999996,0.1690476867523968
자연과학·수학 × 무직,4588,0.004588,0.006226198200999999,-0.16381982009999993,-0.30532170664969993
자연과학·수학 × 건물 청소원,6,6e-06,0.000309370097,-0.0303370097,-3.9427788158885093
자연과학·수학 × 건물 경비원,21,2.1e-05,0.00029614987699999997,-0.027514987699999993,-2.646343229669396
자연과학·수학 × 경리 사무원,254,0.000254,0.000273658554,-0.001965855399999999,-0.07454690899020444
자연과학·수학 × 사무 보조원,245,0.000245,0.00023101486999999997,0.0013985130000000018,0.05877612980036841
자연과학·수학 × 전화 상담원,161,0.000161,0.000190015239,-0.0029015238999999986,-0.16569990922291078
자연과학·수학 × 시설 경비원,38,3.8e-05,0.000184693253,-0.014669325300000001,-1.5811101973042807
자연과학·수학 × 일반 비서,278,0.000278,0.00018465935499999999,0.0093340645,0.4091083102581365
자연과학·수학 × 하역 및 적재 관련,11,1.1e-05,0.00015525284,-0.014425284,-2.6471597409235854
자연과학·수학 × 한식 조리사,38,3.8e-05,0.000145185134,-0.010718513399999999,-1.3404235545027108
자연과학·수학 × 그 외 일반 영업원,136,0.000136,0.00013896485099999995,-0.00029648509999999546,-0.02156614491390564
자연과학·수학 × 주방 보조원,7,7e-06,0.000127829358,-0.0120829358,-2.9047860848167693
자연과학·수학 × 지게차 운전원,8,8e-06,0.000125117518,-0.011711751799999998,-2.7498118979638884
자연과학·수학 × 회계 사무원,384,0.000384,0.00012288025,0.026111975000000003,1.1394322486852262
자연과학·수학 × 마케팅 전문가,219,0.000219,0.000122473474,0.0096526526,0.581177262055135
자연과학·수학 × 기타,10555,0.010555,0.008115537128999999,0.2439462871000001,0.26281929287536915
정보통신기술 × 무직,7147,0.007147,0.010715202980999998,-0.3568202980999999,-0.40497088413869475
정보통신기술 × 건물 청소원,6,6e-06,0.000532421757,-0.05264217569999999,-4.485676482348222
정보통신기술 × 건물 경비원,46,4.6e-05,0.000509669937,-0.0463669937,-2.405121937363436
정보통신기술 × 경리 사무원,360,0.00036,0.00047096267399999997,-0.011096267399999995,-0.2686748110182976
정보통신기술 × 사무 보조원,439,0.000439,0.00039757346999999993,0.004142653000000006,0.09911966587110045
정보통신기술 × 전화 상담원,268,0.000268,0.000327013659,-0.005901365899999999,-0.19901496015622955
정보통신기술 × 시설 경비원,84,8.4e-05,0.00031785459299999997,-0.023385459299999998,-1.3307772246470653
정보통신기술 × 일반 비서,433,0.000433,0.000317796255,0.011520374500000003,0.30932725811027706
정보통신기술 × 하역 및 적재 관련,16,1.6e-05,0.00026718803999999997,-0.025118803999999995,-2.815363957941887
정보통신기술 × 한식 조리사,24,2.4e-05,0.000249861654,-0.0225861654,-2.3428535503408634
정보통신기술 × 그 외 일반 영업원,247,0.000247,0.00023915663099999992,0.000784336900000007,0.032269639518307046
정보통신기술 × 주방 보조원,5,5e-06,0.00021999259799999999,-0.021499259799999997,-3.7841559878976945
정보통신기술 × 지게차 운전원,29,2.9e-05,0.00021532555799999995,-0.018632555799999995,-2.0048552761169622
정보통신기술 × 회계 사무원,440,0.00044,0.00021147524999999998,0.022852475000000004,0.7326667565500937
정보통신기술 × 마케팅 전문가,459,0.000459,0.000210775194,0.0248224806,0.7782580758394669
정보통신기술 × 기타,19166,0.019166,0.013966729748999998,0.5199270251000001,0.31645982103694337
해당없음 × 무직,277746,0.277746,0.24774787992900005,2.9998120070999947,0.11429541110210716
해당없음 × 건물 청소원,18071,0.018071,0.012310206513000004,0.5760793486999995,0.38387972732463727
해당없음 × 건물 경비원,16987,0.016987,0.011784158133000003,0.5202841866999995,0.3656922472695302
해당없음 × 경리 사무원,11597,0.011597,0.010889201466000004,0.0707798533999996,0.06297483699099983
해당없음 × 사무 보조원,9027,0.009027,0.009192358230000003,-0.016535823000000255,-0.018152425403165834
해당없음 × 전화 상담원,7768,0.007768,0.007560933831000002,0.02070661689999977,0.0270180258068247
해당없음 × 시설 경비원,10085,0.010085,0.007349165637000002,0.27358343629999987,0.3164623834006836
해당없음 × 일반 비서,4126,0.004126,0.007347816795000002,-0.32218167950000015,-0.5770948197582654
해당없음 × 하역 및 적재 관련,8983,0.008983,0.006177696360000001,0.28053036399999987,0.37438845755028827
해당없음 × 한식 조리사,7740,0.00774,0.005777090286000002,0.19629097139999985,0.2925015423977141
해당없음 × 그 외 일반 영업원,5434,0.005434,0.005529577779,-0.009557777900000026,-0.01743595062062689
해당없음 × 주방 보조원,7452,0.007452,0.005086483182000001,0.2365516817999999,0.3818957878924343
해당없음 × 지게차 운전원,6991,0.006991,0.004978575822000001,0.2012424177999999,0.33947973691129885
해당없음 × 회계 사무원,2724,0.002724,0.004889552250000002,-0.21655522500000018,-0.5849993465900601
해당없음 × 마케팅 전문가,1674,0.001674,0.004873366146000002,-0.31993661460000017,-1.0685689266689073
해당없음 × 기타,278016,0.278016,0.32292693764100006,-4.4910937641000075,-0.1497474323905709
